5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,6.201375126838684082e-01
5.000000000000000000e-01,5.000000000000000000e-01,1.000000000000000000e+00,6.117278337478637695e-01
5.000000000000000000e-01,1.000000000000000000e+00,5.000000000000000000e-01,6.174361705780029297e-01
5.000000000000000000e-01,1.000000000000000000e+00,1.000000000000000000e+00,6.942749619483947754e-01
1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,6.174361705780029297e-01
1.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00,6.942749619483947754e-01
1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,7.039421200752258301e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.419859170913696289e-01
3.333333432674407959e-01,3.333333432674407959e-01,3.333333432674407959e-01,5.729616284370422363e-01
3.333333432674407959e-01,3.333333432674407959e-01,6.666666865348815918e-01,6.091048121452331543e-01
3.333333432674407959e-01,3.333333432674407959e-01,1.000000000000000000e+00,6.161618828773498535e-01
3.333333432674407959e-01,6.666666865348815918e-01,3.333333432674407959e-01,6.103399991989135742e-01
3.333333432674407959e-01,6.666666865348815918e-01,6.666666865348815918e-01,5.365608334541320801e-01
3.333333432674407959e-01,6.666666865348815918e-01,1.000000000000000000e+00,5.935938954353332520e-01
3.333333432674407959e-01,1.000000000000000000e+00,3.333333432674407959e-01,6.142488718032836914e-01
3.333333432674407959e-01,1.000000000000000000e+00,6.666666865348815918e-01,6.198268532752990723e-01
3.333333432674407959e-01,1.000000000000000000e+00,1.000000000000000000e+00,7.072464227676391602e-01
6.666666865348815918e-01,3.333333432674407959e-01,3.333333432674407959e-01,6.103399991989135742e-01
6.666666865348815918e-01,3.333333432674407959e-01,6.666666865348815918e-01,5.365608334541320801e-01
6.666666865348815918e-01,3.333333432674407959e-01,1.000000000000000000e+00,5.935938954353332520e-01
6.666666865348815918e-01,6.666666865348815918e-01,3.333333432674407959e-01,6.213320493698120117e-01
6.666666865348815918e-01,6.666666865348815918e-01,6.666666865348815918e-01,6.188325881958007812e-01
6.666666865348815918e-01,6.666666865348815918e-01,1.000000000000000000e+00,7.203156948089599609e-01
6.666666865348815918e-01,1.000000000000000000e+00,3.333333432674407959e-01,6.100172400474548340e-01
6.666666865348815918e-01,1.000000000000000000e+00,6.666666865348815918e-01,7.188124656677246094e-01
6.666666865348815918e-01,1.000000000000000000e+00,1.000000000000000000e+00,7.108871340751647949e-01
1.000000000000000000e+00,3.333333432674407959e-01,3.333333432674407959e-01,6.142488718032836914e-01
1.000000000000000000e+00,3.333333432674407959e-01,6.666666865348815918e-01,6.198268532752990723e-01
1.000000000000000000e+00,3.333333432674407959e-01,1.000000000000000000e+00,7.072464227676391602e-01
1.000000000000000000e+00,6.666666865348815918e-01,3.333333432674407959e-01,6.100172400474548340e-01
1.000000000000000000e+00,6.666666865348815918e-01,6.666666865348815918e-01,7.188124656677246094e-01
1.000000000000000000e+00,6.666666865348815918e-01,1.000000000000000000e+00,7.108871340751647949e-01
1.000000000000000000e+00,1.000000000000000000e+00,3.333333432674407959e-01,5.967027544975280762e-01
1.000000000000000000e+00,1.000000000000000000e+00,6.666666865348815918e-01,7.629773020744323730e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.419859170913696289e-01
3.555051684379577637e-01,2.742345035076141357e-01,5.304098129272460938e-01,5.437778830528259277e-01
2.744052410125732422e-01,8.410563319921493530e-02,3.459379374980926514e-01,6.302530169486999512e-01
6.167190670967102051e-01,8.726078271865844727e-01,2.654017210006713867e-01,6.548075675964355469e-01
1.772103607654571533e-01,5.447052717208862305e-01,3.012681901454925537e-01,5.476485490798950195e-01
1.871654242277145386e-01,3.217295706272125244e-01,6.546229720115661621e-01,5.454156994819641113e-01
6.635346412658691406e-01,1.791427731513977051e-01,4.885203242301940918e-01,6.505779623985290527e-01
6.067321300506591797e-01,4.962080121040344238e-01,3.639873862266540527e-01,6.279042363166809082e-01
7.368234395980834961e-01,9.554504752159118652e-01,9.882443547248840332e-01,6.952881813049316406e-01
4.300062358379364014e-01,6.789199113845825195e-01,3.126972317695617676e-01,6.182700991630554199e-01
3.544360995292663574e-01,2.368330955505371094e-02,8.132787346839904785e-01,6.377145648002624512e-01
7.498096674680709839e-02,8.406214714050292969e-01,3.659517765045166016e-01,6.272400617599487305e-01
3.149597644805908203e-01,2.497887238860130310e-02,1.345682889223098755e-02,7.108311057090759277e-01
7.591903805732727051e-01,9.273892045021057129e-01,3.207329213619232178e-01,5.981947779655456543e-01
3.822181522846221924e-01,2.092103511095046997e-01,6.841287612915039062e-01,5.721980929374694824e-01
3.074390292167663574e-01,2.249048799276351929e-01,1.837404072284698486e-01,6.270353794097900391e-01
1.829506903886795044e-01,5.470783114433288574e-01,5.437672734260559082e-01,6.056060194969177246e-01
1.390068680047988892e-01,6.269470602273941040e-02,7.698365449905395508e-01,6.432001590728759766e-01
4.161927103996276855e-01,5.095999836921691895e-01,7.790757715702056885e-02,6.056992411613464355e-01
3.157022595405578613e-01,5.109757184982299805e-01,9.346987009048461914e-01,5.598679780960083008e-01
6.148207783699035645e-01,6.560606360435485840e-01,5.652756690979003906e-01,5.685139894485473633e-01
1.588844358921051025e-01,1.752524636685848236e-02,8.843969106674194336e-01,6.760789155960083008e-01
1.484148353338241577e-01,3.423171043395996094e-01,6.351431608200073242e-01,5.766170620918273926e-01
2.242742031812667847e-01,1.901365071535110474e-01,6.472564339637756348e-01,6.227227449417114258e-01
8.252206444740295410e-01,9.066144227981567383e-01,2.431090772151947021e-01,6.585274934768676758e-01
5.024917125701904297e-01,4.177933037281036377e-01,8.592036962509155273e-01,5.911422371864318848e-01
5.974208116531372070e-01,7.692803740501403809e-01,5.603708028793334961e-01,6.026995182037353516e-01
3.050085902214050293e-01,1.684867292642593384e-01,8.263868093490600586e-01,5.883014202117919922e-01
9.896984696388244629e-01,7.358354330062866211e-01,4.460515454411506653e-02,6.525464057922363281e-01
7.072136402130126953e-01,7.094045281410217285e-01,1.206975895911455154e-02,7.241407632827758789e-01
8.322161436080932617e-01,9.211240410804748535e-01,5.972117185592651367e-01,7.114082574844360352e-01
6.290140748023986816e-01,7.060754895210266113e-01,1.797629147768020630e-01,5.912811160087585449e-01
6.314592957496643066e-01,5.925841331481933594e-01,5.294389128684997559e-01,5.496987700462341309e-01
1.962123215198516846e-01,8.566257953643798828e-01,6.354397535324096680e-01,5.294982790946960449e-01
7.747368812561035156e-01,5.418862104415893555e-01,1.541588306427001953e-01,5.662261843681335449e-01
8.426055908203125000e-01,8.802481889724731445e-01,2.223371267318725586e-01,6.568115353584289551e-01
1.661662757396697998e-01,4.881434440612792969e-01,7.262899279594421387e-01,6.371331810951232910e-01
7.080401778221130371e-01,1.094783470034599304e-01,5.423764586448669434e-01,5.809400081634521484e-01
1.641152650117874146e-01,9.436638355255126953e-01,5.947652459144592285e-01,5.141919255256652832e-01
8.104965090751647949e-01,4.454163908958435059e-01,2.130881398916244507e-01,6.112607121467590332e-01
5.940632820129394531e-01,5.119792222976684570e-01,2.000921815633773804e-01,5.667732954025268555e-01
5.287113189697265625e-01,7.067508697509765625e-01,3.629128336906433105e-01,6.403507590293884277e-01
9.078737497329711914e-01,4.910649657249450684e-01,7.612357139587402344e-01,7.210075855255126953e-01
9.398977160453796387e-01,6.627300977706909180e-01,3.066162467002868652e-01,6.588811278343200684e-01
4.735924303531646729e-01,5.644538402557373047e-01,8.185756802558898926e-01,6.215696334838867188e-01
2.753417566418647766e-02,7.168693095445632935e-02,8.732143640518188477e-01,6.921605467796325684e-01
2.927558124065399170e-01,4.047279953956604004e-01,6.167683601379394531e-01,5.825191140174865723e-01
8.126386404037475586e-01,9.195640683174133301e-01,7.106715440750122070e-01,7.013556957244873047e-01
8.338108658790588379e-01,9.846768975257873535e-01,6.722689270973205566e-01,7.296249270439147949e-01
6.300840973854064941e-01,3.428670465946197510e-01,3.744353055953979492e-01,6.407097578048706055e-01
7.311559915542602539e-01,5.234175324440002441e-01,7.522770166397094727e-01,5.933698415756225586e-01
6.805507540702819824e-01,3.694047331809997559e-01,3.883084058761596680e-01,6.457551121711730957e-01
8.700977563858032227e-01,2.776513397693634033e-01,4.864619970321655273e-01,5.629990696907043457e-01
4.227949082851409912e-01,5.651408433914184570e-01,6.445432901382446289e-01,5.698722004890441895e-01
1.036876961588859558e-01,9.230145812034606934e-01,9.161993861198425293e-01,6.101423501968383789e-01
5.905094860588371297e-01,9.172648052682387254e-01,7.865510622813659536e-01,7.176497222596265324e-01
2.861320407559920787e-01,8.631212916829817949e-01,2.864866395500318408e-01,6.023648995784323112e-01
2.736925309866767297e-01,6.237352439434794560e-01,2.706218868739896921e-01,5.716088651976627411e-01
4.224113453664311568e-01,3.266683299884192149e-01,5.689549614739306538e-01,5.885897268960412765e-01
9.903341321919114648e-01,5.380260156072188549e-01,5.551455718624177527e-01,6.080419047131583321e-01
2.442720436070785484e-01,3.369556673531546309e-01,5.138955757817321723e-01,5.705985276391768446e-01
9.025557974680744611e-01,5.914900830498867057e-01,8.806632512326145745e-01,7.106812432652024336e-01
7.004202599717113120e-02,7.410980679871104204e-02,1.472329979989314142e-01,6.957741503937440175e-01
8.960506445472005144e-01,9.896066357269825975e-01,5.529809778768390860e-02,6.638201715060675356e-01
3.548117955086020903e-01,3.506182409760809637e-01,6.230650680362476157e-01,5.878452618099658800e-01
3.927174689804235896e-01,2.874871043989437602e-01,9.537607104443796002e-01,6.314501488894628256e-01
3.012458411416600312e-01,8.401868145015349842e-01,5.333208227150827430e-01,5.259637795386712389e-01
3.707451979082253546e-01,5.848302017124747954e-01,2.199634489322244146e-02,5.730521694544813416e-01
5.263532289509861295e-01,8.957747621747540467e-01,5.133124335365590873e-01,6.017410596832947212e-01
7.644464781252269248e-01,3.095712316308296685e-01,4.696101847843456856e-01,6.048992271293959222e-01
6.536188352977094773e-01,8.409726645940316381e-01,7.066882762696873321e-01,7.311238293270463373e-01
4.233657275430555700e-01,5.318675132516730297e-01,1.593763067083342477e-02,5.738192945381402899e-01
6.337005647052624813e-01,9.051690156142593313e-01,9.185680428176953294e-01,7.202636132765851684e-01
9.402085619486530987e-01,7.091349998699667534e-01,4.233216107576852072e-01,6.093363477544525564e-01
4.388134705618518816e-01,1.877876823992860322e-01,6.366972659958831660e-01,5.600765899176277651e-01
5.433766133052297942e-01,7.051831316395489324e-01,7.293055957830003599e-01,5.861843951629250871e-01
1.760430839124442759e-01,3.208966101825354578e-01,3.011475378538719938e-01,6.652074667604618297e-01
5.380978518253494158e-01,7.008581917282825646e-01,5.511984612777467429e-01,5.315346409720157483e-01
4.782893040986545552e-01,4.853766096350284887e-01,8.580205326597352133e-01,5.834131673237588078e-01
8.645225678518286827e-01,6.731120773837658833e-01,2.836688947681755835e-01,6.402499834357067154e-01
3.730550160781309632e-02,6.444906061468463898e-01,7.808355780133663382e-01,6.382294549423632724e-01
2.247881195103510477e-01,2.324758384227089136e-01,8.955671493421001328e-01,5.836537718304759537e-01
8.584334773933824936e-01,9.237704333694866099e-01,2.944168040673162956e-01,5.890995997995160938e-01
8.138630633174017692e-01,5.891392146277241171e-01,5.270163267748271263e-01,5.857928312322548958e-01
5.360462983502565226e-01,4.462315857222821092e-01,4.180395691990024254e-01,6.419674545183962078e-01
8.091110371648241317e-01,7.531737616432098159e-01,7.695120325327367006e-01,7.134940437835691762e-01
1.299942486459788604e-01,3.403683606089675795e-01,2.205467021426277263e-01,6.320610716654365691e-01
3.703367182485826081e-01,3.483589350241015348e-01,3.855211720258611141e-02,5.999403351115339955e-01
9.551805843801790541e-01,9.201589454249131661e-01,2.350637348310350427e-01,6.242386420835975835e-01
2.866520529036130638e-01,3.995523113746656252e-01,8.435145427923649297e-01,6.230608582501043768e-01
7.015225319389797320e-01,9.065421870302128315e-01,6.932472517614035601e-01,7.217563266471023198e-01
3.399248423155525334e-01,5.700234561237867981e-01,3.966137818797078607e-01,6.519673079631995716e-01
6.870891969780568154e-01,6.921531872858779355e-01,2.737591277388201627e-02,6.915532367940115943e-01
2.533998067300406998e-01,3.281576947409237111e-02,8.957590136123185776e-01,6.466338837000736861e-01
3.527857396190043904e-01,3.656892918344069043e-01,1.104802248573198975e-01,6.678048769394124839e-01
